Date,Price,Futures_Price,Basis,F_theoretical,Mispricing,Gross_Arb_Profit,Cost_of_Carry,Net_Arb_Profit,Arb_Opportunity,Spot_Return_1d,Fut_Return_1d,Spot_Vol_5d,Month,Lagged_Basis_5d,Predicted,Correct
2024-08-08,1.85,2.127000093460083,0.2770000934600829,1.8592731635898918,0.2677269298701912,0.2770000934600829,0.010791666666666666,0.2662084267934163,1,-0.05612244897959173,0.007102322436294717,0.05495452665669452,8,0.10780001449584997,1,1
2024-08-09,1.94,2.1429998874664307,0.20299988746643072,1.9497242904672378,0.19327559699919283,0.20299988746643072,0.011316666666666666,0.19168322079976405,1,0.048648648648648596,0.00752223474533098,0.0630079360085804,8,0.15960002231597933,0,0
2024-08-12,2.1,2.188999891281128,0.08899989128112784,2.110526293804742,0.07847359747638594,0.08899989128112784,0.012249999999999999,0.07674989128112784,0,0.08247422680412386,0.021465238558216138,0.10737783756465503,8,0.18479999828338656,0,1
2024-08-13,2.16,2.1480000019073486,-0.01199999809265151,2.1708270450563063,-0.02282704314895767,-0.01199999809265151,0.0126,-0.02459999809265151,0,0.028571428571428692,-0.018729964097798035,0.12577758146848556,8,0.18019997024536166,0,1
2024-08-14,2.18,2.2190001010894775,0.03900010108947738,2.1909272954734944,0.028072805615983132,0.03900010108947738,0.012716666666666666,0.02628343442281071,0,0.0092592592592593,0.03305404986921934,0.14449913494572053,8,0.14179997253418,0,1
2024-08-15,2.19,2.197000026702881,0.007000026702880913,2.2009774206820882,-0.003977393979207378,0.007000026702880913,0.012774999999999998,-0.0057749732971190855,0,0.004587155963302614,-0.009914408915887463,0.1033440854624085,8,0.11919999504089382,0,1
2024-08-16,2.01,2.122999906539917,0.1129999065399172,2.0200751669273957,0.10292473961252124,0.1129999065399172,0.011724999999999998,0.1012749065399172,1,-0.08219178082191791,-0.03368234832205197,0.07463243262859384,8,0.06519998168945343,0,0
2024-08-19,2.12,2.234999895095825,0.11499989509582509,2.13062654422193,0.1043733508738951,0.11499989509582509,0.012366666666666666,0.10263322842915842,1,0.054726368159204064,0.052755531552729495,0.07328028384266537,8,0.04719998550415072,0,0
2024-08-20,2.18,2.197999954223633,0.017999954223632653,2.1909272954734944,0.007072658750138405,0.017999954223632653,0.012716666666666666,0.005283287556965987,0,0.028301886792452935,-0.016554784165037306,0.07569676347150919,8,0.05239998626709017,0,1
2024-08-21,2.14,2.177000045776367,0.03700004577636706,2.150726794639118,0.026273251137248987,0.03700004577636706,0.012483333333333332,0.02451671244303373,0,-0.01834862385321101,-0.009554098673620337,0.07190271204941853,8,0.058399976730347004,0,1
